,Fuel_type,Body_type,transmission,ownerNo,brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,seat,Color,city
1343,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2021,11.45,Comprehensive,51000.0,21.7,1498,5,Brown,Banglore
1344,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2018,12.75,Comprehensive,37000.0,15.1,2179,7,Silver,Banglore
1345,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2017,6.45,Comprehensive,36468.0,18.7,1199,5,Silver,Banglore
1346,Petrol,SUV,Manual,1,Mahindra,Mahindra XUV300,2022,14.4,Comprehensive,11250.0,16.82,1197,5,Black,Banglore
1347,Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2019,11.45,Comprehensive,36000.0,19.01,1462,7,Golden,Banglore
1348,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2019,12.25,Third Party insurance,36368.0,18.15,998,5,Blue,Banglore
1349,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2016,52.75,Comprehensive,36000.0,13.5,2987,5,White,Banglore
1350,Diesel,SUV,Automatic,3,BMW,BMW X3,2017,38.0,Comprehensive,62000.0,18.56,1995,5,White,Banglore
1351,Petrol,Sedan,Manual,1,Honda,Honda City,2018,8.88,Comprehensive,39466.0,17.4,1497,5,Brown,Banglore
1352,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,5.07,Comprehensive,49570.0,22.38,1197,5,White,Banglore
1353,Petrol,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,2018,10.2,Comprehensive,23382.0,18.19,1197,5,Beige,Banglore
1354,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2021,4.72,Comprehensive,42954.0,21.7,998,5,White,Banglore
1355,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.71,Comprehensive,68306.0,22.38,1197,5,Silver,Banglore
1356,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,8.21,Comprehensive,54961.0,22.54,1396,5,Star Dust,Banglore
1357,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.1,Comprehensive,91087.0,22.38,1197,5,Red,Banglore
1358,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2022,5.99,Third Party,16691.0,21.74,999,5,White,Banglore
1359,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2016,4.02,Comprehensive,80190.0,20.51,998,5,Brown,Banglore
1360,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,10.02,Third Party insurance,54639.0,15.29,1591,5,Red,Banglore
1361,Petrol,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2020,9.75,Comprehensive,50225.0,18.55,1462,5,Grey,Banglore
1362,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,7.95,Comprehensive,68017.0,22.54,1396,5,Blue,Banglore
1363,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,5.5,Comprehensive,87912.0,16.2,1199,5,Flash Red,Banglore
1364,Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,12.98,Third Party insurance,2045.0,17.57,1199,5,Black,Banglore
1365,Petrol,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2021,10.85,Third Party insurance,24305.0,18.55,1462,5,Blue,Banglore
1366,Petrol,Hatchback,Automatic,1,Tata,Tata Nano,2015,3.35,Comprehensive,2500.0,25.4,624,4,Purple,Banglore
1367,Petrol,SUV,Automatic,1,Tata,Tata Nexon,2020,11.09,Third Party insurance,31489.0,17.05,1199,5,Blue,Banglore
1368,Petrol,Sedan,Manual,2,Fiat,Fiat Linea,2014,3.5,Not Available,82268.0,14.6,1368,5,Golden,Banglore
1369,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2019,8.95,Third Party insurance,73834.0,23.0,1498,5,Black,Banglore
1370,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2014,17.75,Comprehensive,73000.0,13.0,2982,7,Grey,Banglore
1371,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2017,4.66,Comprehensive,41436.0,23.1,998,5,Silver,Banglore
1372,Petrol,Sedan,Manual,2,Honda,Honda City,2019,9.24,Zero Dep,19024.0,17.4,1497,5,Brown,Banglore
1373,Diesel,MUV,Manual,1,Mahindra,Mahindra Xylo,2016,7.75,Comprehensive,73000.0,14.02,2179,8,Red,Banglore
1374,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2020,3.78,Comprehensive,73140.0,22.05,796,5,Red,Banglore
1375,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.55,Comprehensive,29289.0,22.38,1197,5,Silver,Banglore
1376,Petrol,Sedan,Automatic,1,Honda,Honda City,2016,8.99,Comprehensive,39116.0,18.0,1497,5,Silver,Banglore
1377,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,3.7,Third Party,41958.0,24.7,796,5,Silver,Banglore
1378,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,8.1,Third Party insurance,26626.0,17.5,1199,5,Brown,Banglore
1379,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2019,7.74,Third Party insurance,63460.0,18.2,1199,5,White,Banglore
1380,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,5.3,Comprehensive,35711.0,20.3,1086,5,Red,Banglore
1381,Petrol,SUV,Manual,1,Honda,Honda WR-V,2020,9.45,Comprehensive,20057.0,16.5,1199,5,Brown,Banglore
1382,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,8.8,Third Party insurance,25396.0,19.33,1199,5,Golden,Banglore
1383,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,5.25,Comprehensive,88000.0,21.27,1396,5,Brown,Banglore
1384,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2019,16.05,Third Party insurance,62000.0,14.1,1368,5,Grey,Banglore
1385,Petrol,Sedan,Manual,1,Honda,Honda City,2020,11.7,Not Available,35993.0,18.6,1498,5,PLATINUM WHITE PEARL,Banglore
1386,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.5,Comprehensive,34000.0,18.9,1197,5,Silver,Banglore
1387,Petrol,SUV,Manual,1,Honda,Honda WR-V,2019,8.75,Comprehensive,51338.0,17.5,1199,5,Red,Banglore
1388,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,5.0,Not Available,74280.0,18.9,1197,5,Wine Red,Banglore
1389,Diesel,SUV,Automatic,1,Land Rover,Land Rover Range Rover Sport,2019,95.0,Comprehensive,82000.0,12.65,2993,5,Grey,Banglore
1390,Diesel,Sedan,Automatic,1,Audi,Audi A6,2015,21.95,Comprehensive,63773.0,17.68,1968,5,Blue,Banglore
1391,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2015,3.95,Comprehensive,101356.0,18.9,1197,5,Red,Banglore
1392,Cng,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,4.21,Third Party insurance,75591.0,31.59,796,4,Others,Banglore
1393,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2017,13.0,Not Available,72208.0,13.0,1591,5,Blue,Banglore
1394,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.9,Comprehensive,51489.0,22.38,1197,5,Blue,Banglore
1395,Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,2017,5.2,Third Party insurance,74643.0,20.89,1197,5,Others,Banglore
1396,Diesel,SUV,Automatic,2,BMW,BMW X5,2008,14.5,Comprehensive,44000.0,15.3,2993,5,Golden,Banglore
1397,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,6.16,Comprehensive,79575.0,19.0,1199,5,Silver,Banglore
1398,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,8.25,Comprehensive,54097.0,17.5,1199,5,White,Banglore
1399,Petrol,Sedan,Manual,2,Honda,Honda City,2018,8.38,Comprehensive,35288.0,17.4,1497,5,Others,Banglore
1400,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2019,6.18,Zero Dep,70314.0,22.56,1197,5,Silver,Banglore
1401,Diesel,SUV,Manual,2,Renault,Renault Duster,2017,8.75,Third Party insurance,96939.0,19.72,1461,5,Black,Banglore
1402,Petrol,Hatchback,Manual,2,Nissan,Nissan Micra,2010,3.9,Comprehensive,44824.0,18.06,1198,5,Red,Banglore
1403,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2014,13.49,Third Party insurance,169219.0,12.99,2494,7,Golden,Banglore
1404,Petrol,Sedan,Manual,2,Honda,Honda City,2012,5.0,Third Party,92673.0,16.8,1497,5,Taffeta White,Banglore
1405,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GL-Class,2014,41.0,Comprehensive,79000.0,11.3,2987,7,White,Banglore
1406,Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2020,21.9,Zero Dep,20183.0,17.1,1956,5,Minimal Grey,Banglore
1407,Petrol,Sedan,Automatic,1,Toyota,Toyota Yaris,2018,7.95,Comprehensive,77130.0,17.8,1496,5,White,Banglore
1408,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2017,7.75,Comprehensive,45000.0,14.7,1496,5,Brown,Banglore
1409,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2017,7.45,Third Party insurance,27025.0,19.56,1197,5,Grey,Banglore
1410,Petrol,SUV,Manual,1,Kia,Kia Seltos,2019,11.25,Third Party insurance,105153.0,16.1,1353,5,White,Banglore
1411,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,10.3,Comprehensive,70509.0,16.0,2179,7,Brown,Banglore
1412,Petrol,Hatchback,Automatic,2,Renault,Renault KWID,2020,5.82,Zero Dep,11662.0,22.0,999,5,Silver,Banglore
1413,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,6.15,Third Party insurance,36176.0,18.9,1197,5,White,Banglore
1414,Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,2015,5.6,Third Party insurance,74342.0,19.0,1199,5,Red,Banglore
1415,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,7.1,Third Party,89837.0,27.39,1248,5,Silver,Banglore
1416,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2015,5.35,Third Party,11912.0,21.21,1197,5,White,Banglore
1417,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2012,4.46,Third Party,55544.0,22.9,1248,5,Red,Banglore
1418,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2019,10.18,Comprehensive,27027.0,14.8,1497,5,White,Banglore
1419,Petrol,Sedan,Automatic,1,Honda,Honda City,2017,8.4,Zero Dep,56363.0,18.0,1497,5,Silver,Banglore
1420,Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2016,6.54,Comprehensive,42094.0,17.01,1591,5,Others,Banglore
1421,Petrol,SUV,Manual,1,Kia,Kia Seltos,2019,11.25,Comprehensive,114912.0,16.1,1353,5,White,Banglore
1422,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2016,5.85,Third Party insurance,33649.0,22.0,1197,5,Red,Banglore
1423,Petrol,SUV,Manual,1,Kia,Kia Seltos,2019,12.5,Comprehensive,54000.0,16.8,1497,5,Orange,Banglore
1424,Petrol,Sedan,Manual,2,Hyundai,Hyundai Xcent,2014,4.75,Comprehensive,69798.0,19.1,1197,5,Silver,Banglore
1425,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,3.1,Comprehensive,69000.0,20.36,1197,5,Red,Banglore
1426,Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2020,23.95,Zero Dep,49001.0,17.1,1956,5,White,Banglore
1427,Diesel,Sedan,Automatic,2,Hyundai,Hyundai Verna,2017,10.85,Comprehensive,57527.0,22.0,1582,5,Fiery Red,Banglore
1428,Diesel,Hatchback,Manual,1,Fiat,Fiat Punto EVO,2015,4.75,Comprehensive,57367.0,20.5,1248,5,T Wine,Banglore
1429,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,4.06,Third Party insurance,50936.0,20.51,998,5,White,Banglore
1430,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2022,10.84,Comprehensive,23237.0,25.0,1493,5,White,Banglore
1431,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,4.45,Comprehensive,66596.0,23.1,998,5,Others,Banglore
1432,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,13.82,Comprehensive,36613.0,16.0,2179,7,Silver,Banglore
1433,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,6.01,Third Party insurance,74104.0,20.85,1197,5,White,Banglore
1434,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2022,5.94,Zero Dep,6777.0,20.3,1086,5,White,Banglore
1435,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2020,9.6,Comprehensive,14560.0,15.9,1496,5,White,Banglore
1436,Petrol,Hatchback,Automatic,1,Maruti,Maruti S-Presso,2021,5.75,Comprehensive,27000.0,21.7,998,5,White,Banglore
1437,Petrol,Sedan,Automatic,2,Honda,Honda City,2015,7.29,Comprehensive,90333.0,18.0,1497,5,Silver,Banglore
1438,Petrol,SUV,Automatic,1,Mini,Mini Cooper Countryman,2019,35.75,Comprehensive,50114.0,16.6,1998,5,Blue,Banglore
1439,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,9.62,Comprehensive,69301.0,24.3,1248,5,Silver,Banglore
1440,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,4.5,Comprehensive,71306.0,21.74,999,5,Blue,Banglore
1441,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2019,8.49,Third Party insurance,35135.0,19.56,1197,5,Prime Star Gaze,Banglore
1442,Diesel,Hatchback,Manual,1,Maruti,Maruti Ritz,2016,5.35,Third Party insurance,40561.0,23.2,1248,5,White,Banglore
1443,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,4.35,Comprehensive,90000.0,17.0,1197,5,Brown,Banglore
1444,Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,2017,6.85,Comprehensive,60000.0,19.0,1199,5,Grey,Banglore
1445,Diesel,SUV,Automatic,1,BMW,BMW X3,2019,57.5,Comprehensive,30000.0,16.55,1995,5,White,Banglore
1446,Diesel,SUV,Manual,2,Renault,Renault Duster,2016,7.3,Third Party insurance,60000.0,19.87,1461,5,Brown,Banglore
1447,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2015,11.45,Comprehensive,102000.0,16.0,2179,7,White,Banglore
1448,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,4.1,Third Party,41659.0,18.9,998,5,Red,Banglore
1449,Petrol,Sedan,Automatic,2,Audi,Audi A4,2009,10.75,Comprehensive,85300.0,12.3,1781,5,White,Banglore
1450,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Verna,2017,8.49,Third Party insurance,32483.0,17.01,1591,5,Red,Banglore
1451,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,7.49,Third Party insurance,34376.0,18.6,1197,5,Blue,Banglore
1452,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,8.72,Third Party insurance,36540.0,15.29,1591,5,Silver,Banglore
1453,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2011,3.06,Comprehensive,148625.0,17.0,1197,5,Silver,Banglore
1454,Diesel,Sedan,Automatic,4,Audi,Audi A6,2013,9.95,Third Party insurance,81000.0,14.57,2967,5,Grey,Banglore
1455,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2013,3.48,Third Party insurance,5609.0,19.81,1086,5,White,Banglore
1456,Petrol,Sedan,Automatic,1,Audi,Audi A3,2019,24.25,Third Party insurance,37000.0,19.2,1395,5,Blue,Banglore
1457,Petrol,SUV,Manual,1,Hyundai,Hyundai Alcazar,2021,17.25,Comprehensive,6000.0,14.5,1999,6,Silver,Banglore
1458,Diesel,Sedan,Manual,1,Renault,Renault Fluence,2013,5.0,Third Party,61000.0,21.8,1461,5,Silver,Banglore
1459,Petrol,Hatchback,Automatic,2,Renault,Renault KWID,2018,4.17,Third Party insurance,30285.0,24.04,999,5,Silver,Banglore
1460,Diesel,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2011,3.99,Third Party insurance,80153.0,20.54,1598,5,White,Banglore
1461,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2016,5.41,Comprehensive,49641.0,18.9,1197,5,Others,Banglore
1462,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2016,5.68,Comprehensive,83075.0,21.4,1197,5,Silver,Banglore
1463,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,7.3,Comprehensive,45677.0,21.4,1197,5,Red,Banglore
1464,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2017,4.46,Comprehensive,81849.0,23.1,998,5,White,Banglore
1465,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2015,6.38,Comprehensive,67791.0,25.2,1248,5,Silver,Banglore
1466,Diesel,SUV,Automatic,1,Volvo,Volvo XC40,2018,37.5,Comprehensive,38100.0,18.0,1969,5,Red,Banglore
1467,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,6.94,Third Party insurance,65015.0,18.6,1197,5,Others,Banglore
1468,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2018,47.0,Comprehensive,47000.0,17.9,2143,5,Blue,Banglore
1469,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.93,Third Party,62029.0,22.38,1197,5,White,Banglore
1470,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2017,6.37,Comprehensive,94926.0,25.2,1248,5,Silver,Banglore
1471,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2012,3.65,Not Available,119487.0,17.0,1197,5,Grey,Banglore
1472,Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero,2019,8.25,Third Party insurance,126000.0,15.96,2523,7,White,Banglore
1473,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2017,6.45,Comprehensive,70332.0,21.66,1498,5,Grey,Banglore
1474,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2017,5.85,Third Party insurance,37950.0,20.89,1197,5,Grey,Banglore
1475,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,8.35,Comprehensive,38100.0,18.6,1197,5,Silver,Banglore
1476,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2012,16.49,Comprehensive,156039.0,12.55,2982,7,Blue,Banglore
1477,Petrol,Sedan,Manual,2,Maruti,Maruti SX4,2008,3.3,Third Party insurance,56000.0,15.0,1586,5,Red,Banglore
1478,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2014,4.25,Comprehensive,42000.0,19.4,1198,5,White,Banglore
1479,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,7.5,Comprehensive,93003.0,22.54,1396,5,Red,Banglore
1480,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2017,6.75,Comprehensive,36000.0,18.9,1197,5,White,Banglore
1481,Petrol,SUV,Automatic,1,Kia,Kia Sonet,2022,11.5,Third Party insurance,20000.0,18.59550782650257,998,5,Black,Chennai
1482,Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,2015,4.15,Comprehensive,20687.0,15.37,1196,7,Grey,Chennai
1483,Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,7.5,Third Party insurance,30000.0,20.0,999,5,Others,Chennai
1484,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2015,3.98,Comprehensive,59247.0,19.81,1086,5,Silver,Chennai
1485,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2015,5.5,Third Party insurance,50000.0,18.7,1199,5,Others,Chennai
1486,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2016,33.0,Comprehensive,20000.0,13.0,2143,5,White,Chennai
1487,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,4.53,Comprehensive,29403.0,23.1,998,5,Blue,Chennai
1488,Petrol,Hatchback,Manual,1,Maruti,Maruti A-Star,2010,2.85,Comprehensive,42700.0,19.0,998,5,Grey,Chennai
1489,Diesel,SUV,Automatic,1,BMW,BMW X3,2018,50.0,Comprehensive,23001.0,16.55,1995,5,Grey,Chennai
1490,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2018,8.21,Comprehensive,25925.0,14.8,1497,5,Black,Chennai
1491,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,8.65,Third Party insurance,20000.0,21.0,1197,5,Blue,Chennai
1492,Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2019,7.92,Comprehensive,17711.0,18.2,1199,5,Silver,Chennai
1493,Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,2020,40.5,Comprehensive,50000.0,20.37,1995,5,White,Chennai
1494,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,6.1,Third Party insurance,50000.0,22.0,1197,5,Others,Chennai
1495,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,5.11,Comprehensive,51125.0,18.9,1197,5,White,Chennai
1496,Diesel,SUV,Manual,1,Tata,Tata Nexon,2019,7.1,Comprehensive,69233.0,21.5,1497,5,Orange,Chennai
1497,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2017,12.25,Comprehensive,65000.0,17.1,1956,5,White,Chennai
1498,Petrol,Sedan,Manual,1,Honda,Honda City,2014,5.7,Comprehensive,93281.0,17.4,1497,5,Brown,Chennai
1499,Diesel,SUV,Manual,1,Toyota,Toyota Fortuner,2022,39.0,Comprehensive,18000.0,18.59550782650257,2755,7,White,Chennai
1500,Petrol,Sedan,Manual,2,Honda,Honda Amaze,2014,3.75,Comprehensive,99225.0,18.0,1198,5,White,Chennai
1501,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2016,2.75,Third Party insurance,30000.0,20.3,998,5,Others,Chennai
1502,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,4.29,Comprehensive,30602.0,18.0,1198,5,Silver,Chennai
1503,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2018,6.75,Comprehensive,64500.0,25.2,1248,5,Red,Chennai
1504,Petrol,Sedan,Manual,2,Honda,Honda City,2017,7.93,Comprehensive,46809.0,17.8,1497,5,White,Chennai
1505,Electric,SUV,Automatic,1,Tata,Tata Nexon EV,2020,11.0,Third Party insurance,20000.0,18.59550782650257,0,5,Others,Chennai
1506,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2019,14.25,Comprehensive,20000.0,17.01,1582,5,White,Chennai
1507,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,10.36,Third Party,21725.0,18.15,998,5,Red,Chennai
1508,Petrol,Sedan,Manual,1,Honda,Honda City,2016,8.0,Third Party insurance,80000.0,17.8,1497,5,Others,Chennai
1509,Petrol,Sedan,Automatic,2,Audi,Audi A6,2013,14.0,Third Party insurance,88000.0,13.53,1984,5,Blue,Chennai
1510,Petrol,Sedan,Automatic,2,Honda,Honda City,2019,10.88,Third Party,30360.0,17.4,1497,5,Black,Chennai
1511,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2017,5.9,Third Party insurance,70000.0,21.4,1197,5,Others,Chennai
1512,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,5.68,Comprehensive,16246.0,18.9,1197,5,Red,Chennai
1513,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2017,4.0,Comprehensive,55000.0,23.1,998,5,White,Chennai
1514,Petrol,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2022,27.9,Comprehensive,13000.0,8.0,2694,7,White,Chennai
1515,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2016,4.22,Third Party,71638.0,23.1,998,5,Red,Chennai
1516,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,4.5,Comprehensive,46105.0,18.0,1198,5,White,Chennai
1517,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,6.5,Third Party insurance,60000.0,17.5,1199,5,Others,Chennai
1518,Diesel,Hatchback,Manual,1,Honda,Honda Jazz,2017,5.75,Third Party insurance,80000.0,27.3,1498,5,Others,Chennai
1519,Diesel,Hatchback,Automatic,1,Mercedes-Benz,Mercedes-Benz B Class,2015,19.5,Comprehensive,58000.0,15.0,2143,5,Grey,Chennai
1520,Petrol,Sedan,Manual,2,Maruti,Maruti Esteem,2008,1.5,Third Party insurance,70000.0,15.9,1298,5,Silver,Chennai
1521,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,7.02,Third Party,61764.0,21.4,1197,5,Grey,Chennai
1522,Petrol,SUV,Manual,2,Mahindra,Mahindra KUV 100,2016,4.48,Third Party insurance,36018.0,18.15,1198,6,Orange,Chennai
1523,Diesel,SUV,Automatic,1,Renault,Renault Duster,2016,6.5,Third Party insurance,150000.0,19.6,1461,5,Others,Chennai
1524,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,8.01,Third Party,17197.0,20.7,998,5,Black,Chennai
1525,Petrol,Sedan,Automatic,2,Honda,Honda City,2016,7.72,Comprehensive,62931.0,18.0,1497,5,Brown,Chennai
1526,Petrol,Sedan,Manual,2,Toyota,Toyota Corolla Altis,2013,5.0,Third Party insurance,90000.0,14.53,1798,5,Others,Chennai
1527,Petrol,SUV,Manual,1,Mahindra,Mahindra XUV300,2021,11.03,Third Party,21023.0,16.82,1197,5,Red,Chennai
1528,Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2018,14.9,Comprehensive,43000.0,21.43,1364,5,White,Chennai
1529,Diesel,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,6.27,Third Party insurance,110505.0,28.4,1248,5,Silver,Chennai
1530,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,8.35,Third Party insurance,78892.0,17.0,1591,5,Silver,Chennai
1531,Diesel,Sedan,Automatic,1,Audi,Audi A6,2015,20.9,Third Party insurance,59000.0,18.53,1968,5,White,Chennai
1532,Petrol,Sedan,Manual,1,Chevrolet,Chevrolet Sail,2014,3.5,Comprehensive,90058.0,18.2,1199,5,White,Chennai
1533,Diesel,SUV,Automatic,1,Audi,Audi Q5,2015,21.0,Third Party insurance,69000.0,13.22,2967,5,White,Chennai
1534,Diesel,SUV,Manual,1,Honda,Honda WR-V,2019,9.25,Comprehensive,67000.0,25.5,1498,5,Red,Chennai
1535,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,8.5,Third Party insurance,80000.0,28.09,1248,5,Others,Chennai
1536,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,8.5,Third Party insurance,80000.0,28.09,1248,5,Others,Chennai
1537,Diesel,SUV,Automatic,1,Audi,Audi Q7,2020,66.0,Comprehensive,57000.0,14.75,2967,7,White,Chennai
1538,Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2018,21.5,Comprehensive,800000.0,13.68,2393,8,Black,Chennai
1539,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,36.0,Comprehensive,5500000.0,19.27,2143,5,Blue,Chennai
1540,Diesel,Sedan,Automatic,1,BMW,BMW 7 Series,2017,68.0,Comprehensive,27000.0,16.46,2993,5,White,Chennai
1541,Petrol,SUV,Manual,1,Tata,Tata Nexon,2018,7.07,Comprehensive,38334.0,17.0,1198,5,Silver,Chennai
